	Variable	Feature	Value	Coefficient	N	N.not.0	P.value	Q.value
76	time	M00017	time	-0.00129434524206736	654	654	3.38054564759327e-16	8.31614229307946e-15
77	time	M00207	time	0.00153526804304852	654	624	6.10785558565597e-16	1.4540636845852e-14
78	time	M00157	time	-0.0010130388677106	654	654	6.63677935467566e-16	1.48422520113656e-14
79	time	M00164	time	-0.0010130388677106	654	654	6.63677935467566e-16	1.48422520113656e-14
80	time	M00232	time	-0.00106159839090067	654	469	6.05441650364048e-15	1.31416452343726e-13
81	time	M00260	time	-0.0011327235538681	654	431	4.88231669845753e-14	1.02947134956047e-12
82	time	M00144	time	0.00094708845371158	654	400	2.43491989039554e-13	4.99158577531085e-12
83	time	M00193	time	-0.00190506860831181	654	647	6.65382238621564e-13	1.32716781649382e-11
84	time	M00230	time	-0.000224793847551293	654	476	8.42650512726384e-13	1.63651599576861e-11
85	time	M00278	time	-0.00097133447597224	654	381	1.01465801046844e-12	1.92004515827104e-11
86	time	M00317	time	-0.000841069553386803	654	451	2.0451275504588e-11	3.77326033059648e-10
87	time	M00124	time	-0.000961124141929344	654	529	1.17341340413923e-10	2.11214412745062e-09
88	time	M00051	time	0.000598095439033178	654	654	2.64393033730978e-10	4.64576330698719e-09
89	time	M00004	time	-0.00117660884025722	654	654	2.93689423381979e-10	5.04053010362559e-09
90	time	M00035	time	0.00151721145515547	654	598	1.0192791831154e-09	1.70960917531628e-08
91	time	M00142	time	0.000180851448679828	654	449	1.41721665396175e-09	2.32423531249728e-08
92	time	M00028	time	-0.00109522126772045	654	652	2.60708023878909e-09	4.18266351353554e-08
93	time	M00159	time	0.000331595133465896	654	507	1.48301082436763e-08	2.28012914246522e-07
94	time	M00060	time	-0.000785202794723823	654	551	1.54522152139886e-08	2.32729282202523e-07
95	time	M00349	time	-0.000132678135180955	654	522	2.65710778925441e-08	3.92189109693951e-07
96	time	M00311	time	0.00109952139115217	654	500	3.50943308931386e-08	5.0783561174777e-07
97	time	M00133	time	0.000878542467428172	654	616	2.01172048871434e-07	2.85509561667535e-06
98	time	M00239	time	-0.00082345985699193	654	654	1.47604067326642e-06	2.01725558679744e-05
99	time	M00018	time	0.000674582308649199	654	654	1.94384977043472e-06	2.60829296469241e-05
100	time	M00225	time	-6.33302206831374e-05	654	475	3.27561811758204e-06	4.31679673352776e-05
101	time	M00277	time	-0.000723370822548986	654	608	6.41012117400005e-06	8.29942004633691e-05
102	time	M00050	time	-0.000704288699150186	654	654	1.1838938577694e-05	0.000150640287419624
103	time	M00049	time	-0.000709575506141063	654	654	1.34360546945934e-05	0.000168064548552711
104	time	M00219	time	-0.00036840075088443	654	336	2.02710090555677e-05	0.000249333411383482
105	time	M00048	time	0.000430697065724287	654	654	2.22912179186306e-05	0.000269687193835236
106	time	M00022	time	-0.000421026666893326	654	654	4.35036205571157e-05	0.000517833418889538
107	time	M00226	time	-5.68531694819578e-05	654	469	5.22910085345866e-05	0.0006125518142623
108	time	M00117	time	-0.000235736688180362	654	471	6.03598323177218e-05	0.000696024316413729
109	time	M00007	time	0.000347289017864922	654	654	9.07930581252406e-05	0.00101523146812769
110	time	M00064	time	-0.000658153718564067	654	617	0.000141302721078782	0.0015564389277036
111	time	M00198	time	-0.000545291037163907	654	619	0.000290642174827258	0.00315432242680171
112	time	M00336	time	-0.00019305496864284	654	438	0.00274822202842916	0.0263401020387107
113	time	M00115	time	0.000588916166655608	654	649	0.00287211797969084	0.0265392475738797
114	time	M00123	time	-0.000561434432860617	654	654	0.00531779662596787	0.0467206417852891
115	time	M00276	time	-0.000512989680974932	654	653	0.0103318218346366	0.0811157927017214
116	time	M00222	time	-0.000282934605345036	654	654	0.0158711765498858	0.113717750425396
117	time	M00319	time	-0.000250579839476372	654	318	0.0237590394197097	0.163870757866783
118	time	M00233	time	-0.000732451325517614	654	557	0.0273003228360388	0.181510254531501
119	time	M00335	time	-0.000285597719087001	654	435	0.0321390236411975	0.204470684889688
