	Variable	Feature  	Value	Coefficient	N	N.not.0	P.value	Q.value
30	time	ko04626 ko04626: Plant-pathogen interaction 	time	0.000556328879919002	518	518	1.79733799337663e-64	9.62474495453187e-62
31	time	ko03010 ko03010: Ribosome 	time	0.0014968010339188	518	518	5.45290640007183e-64	1.94668758482564e-61
32	time	ko00970 ko00970: Aminoacyl-tRNA biosynthesis 	time	0.000947470946324934	518	518	2.06938014694211e-63	5.54076534343751e-61
33	time	ko00130 ko00130: Ubiquinone and other terpenoid-quinone biosynthesis 	time	-0.00133989832152191	518	518	2.5484906191244e-60	5.45886690616446e-58
34	time	ko00480 ko00480: Glutathione metabolism 	time	-0.00074746588419878	518	518	4.6102199340414e-59	8.2292425822639e-57
35	time	ko00785 ko00785: Lipoic acid metabolism 	time	-0.0021670234528582	518	518	3.52869604083535e-56	5.39890494247808e-54
36	time	ko00473 ko00473: D-Alanine metabolism 	time	-0.00146331365496607	518	518	1.28084381026056e-53	1.71472965098633e-51
37	time	ko00680 ko00680: Methane metabolism 	time	0.000369212224790035	518	518	4.77293142856431e-53	5.67978839999153e-51
38	time	ko03020 ko03020: RNA polymerase 	time	0.000464799256662989	518	518	5.73395815413433e-53	6.14106918307787e-51
39	time	ko00440 ko00440: Phosphonate and phosphinate metabolism 	time	-0.000659894246048735	518	518	1.63787823188003e-52	1.59469780576683e-50
40	time	ko00290 ko00290: Valine, leucine and isoleucine biosynthesis 	time	0.00131757309101666	518	518	5.37579572168147e-51	4.79789768160072e-49
41	time	ko00330 ko00330: Arginine and proline metabolism 	time	0.000498371832810146	518	518	9.36003243100443e-51	7.71122671815827e-49
42	time	ko00250 ko00250: Alanine, aspartate and glutamate metabolism 	time	0.000708862212618724	518	518	1.08322531141037e-50	8.28667363228936e-49
43	time	ko00450 ko00450: Selenocompound metabolism 	time	0.000589126496566895	518	518	1.0220589465333e-45	7.29750087824774e-44
44	time	ko03060 ko03060: Protein export 	time	-0.000614598778734191	518	518	6.38909894721634e-39	4.27670310779294e-37
45	time	ko00930 ko00930: Caprolactam degradation 	time	0.000229294833976948	518	400	2.52327431739263e-38	1.58966281995736e-36
46	time	ko03018 ko03018: RNA degradation 	time	0.000324540036451041	518	518	1.34796945521279e-37	8.02041825851612e-36
47	time	ko00908 ko00908: Zeatin biosynthesis 	time	-0.000504407821429337	518	518	2.28886954003124e-37	1.29019961967024e-35
48	time	ko00550 ko00550: Peptidoglycan biosynthesis 	time	-0.000782009264592513	518	518	3.14139164091875e-37	1.65149529650012e-35
49	time	ko03430 ko03430: Mismatch repair 	time	-0.000435491944996744	518	518	3.23822607156886e-37	1.65149529650012e-35
50	time	ko00410 ko00410: beta-Alanine metabolism 	time	0.00216418667034456	518	326	1.57620824796207e-34	7.67326833439714e-33
51	time	ko00100 ko00100: Steroid biosynthesis 	time	0.000101498081529442	518	383	2.91213972606893e-33	1.35604419418253e-31
52	time	ko00770 ko00770: Pantothenate and CoA biosynthesis 	time	0.000388456797529981	518	518	7.08987650361506e-33	3.16385738973822e-31
53	time	ko00620 ko00620: Pyruvate metabolism 	time	0.000620028941952988	518	518	1.09520425459132e-29	4.6918550266692e-28
54	time	ko01040 ko01040: Biosynthesis of unsaturated fatty acids 	time	-0.000682226635995384	518	518	3.09768028077768e-29	1.27600599258188e-27
55	time	ko03440 ko03440: Homologous recombination 	time	-0.000338492297592823	518	518	2.02255869468139e-28	8.02281615556952e-27
56	time	ko00920 ko00920: Sulfur metabolism 	time	0.000443044665964734	518	518	8.56552363701403e-28	3.24577685897884e-26
57	time	ko00350 ko00350: Tyrosine metabolism 	time	-0.000388367690097757	518	518	8.78875153224897e-28	3.24577685897884e-26
58	time	ko03030 ko03030: DNA replication 	time	-0.000423167195691108	518	518	1.51362181434707e-27	5.40362987721903e-26
59	time	ko00300 ko00300: Lysine biosynthesis 	time	0.000400062492362658	518	518	6.87968878827356e-25	2.37682151362612e-23
60	time	ko04112 ko04112: Cell cycle - Caulobacter 	time	0.000290531704058941	518	518	1.3362997555006e-24	4.47242824419107e-23
61	time	ko00760 ko00760: Nicotinate and nicotinamide metabolism 	time	-0.000660430556929285	518	518	5.11341388706036e-24	1.65953523425504e-22
62	time	ko00052 ko00052: Galactose metabolism 	time	-0.000366175940689102	518	518	2.23926006044957e-23	7.05366919041615e-22
63	time	ko03008 ko03008: Ribosome biogenesis in eukaryotes 	time	-0.000354453987895758	518	518	2.35743844023113e-23	7.21376162710725e-22
64	time	ko02010 ko02010: ABC transporters 	time	-0.000413698825202108	518	518	6.78871480159343e-23	2.01964265347405e-21
65	time	ko00471 ko00471: D-Glutamine and D-glutamate metabolism 	time	-0.000645543277473399	518	518	9.67583299877996e-23	2.80076138964685e-21
66	time	ko00740 ko00740: Riboflavin metabolism 	time	0.000994468897306146	518	518	8.93189239473848e-22	2.51738335651708e-20
67	time	ko00360 ko00360: Phenylalanine metabolism 	time	-0.000279838805136574	518	518	5.22602082531728e-20	1.43514571895251e-18
68	time	ko00311 ko00311: Penicillin and cephalosporin biosynthesis 	time	-0.000722407873233496	518	515	2.0372812879358e-19	5.45482064844811e-18
69	time	ko03410 ko03410: Base excision repair 	time	0.000301535691891212	518	518	3.18992538708757e-19	8.33270753553852e-18
70	time	ko02030 ko02030: Bacterial chemotaxis 	time	0.00116455739947378	518	488	7.47735387610027e-19	1.90672523840557e-17
71	time	ko00511 ko00511: Other glycan degradation 	time	-0.000663138219954115	518	518	1.18801793303483e-18	2.95899350297744e-17
72	time	ko00630 ko00630: Glyoxylate and dicarboxylate metabolism 	time	0.000340679051882485	518	518	2.53740551844382e-18	6.17627570512122e-17
73	time	ko00362 ko00362: Benzoate degradation 	time	0.000238519057237127	518	518	1.30551014197456e-17	3.10711413789946e-16
74	time	ko00310 ko00310: Lysine degradation 	time	0.000860534107010226	518	517	1.36748218259606e-17	3.18385525556605e-16
75	time	ko00280 ko00280: Valine, leucine and isoleucine degradation 	time	-0.000203949159718525	518	518	2.02731959225156e-17	4.61970060276898e-16
76	time	ko05142 ko05142: Chagas disease (American trypanosomiasis) 	time	-0.000473089449016833	518	227	7.98143356111469e-17	1.78085736332372e-15
77	time	ko00730 ko00730: Thiamine metabolism 	time	0.000407264862413081	518	518	1.50379650709514e-16	3.28686950836509e-15
78	time	ko02040 ko02040: Flagellar assembly 	time	0.000804300736697011	518	518	2.90785676611201e-13	6.22862919301193e-12
79	time	ko00625 ko00625: Chloroalkane and chloroalkene degradation 	time	0.00129368258397956	518	165	6.19507222898922e-13	1.30096516808774e-11
80	time	ko00230 ko00230: Purine metabolism 	time	0.000139252591505503	518	518	1.88129767611363e-12	3.8747496367648e-11
81	time	ko03420 ko03420: Nucleotide excision repair 	time	0.000108016853886192	518	518	2.57845211485185e-11	5.21041927359686e-10
82	time	ko04146 ko04146: Peroxisome 	time	-0.000258777763363087	518	503	3.47777084071313e-11	6.89757883408105e-10
83	time	ko00624 ko00624: Polycyclic aromatic hydrocarbon degradation 	time	0.000652889856055005	518	207	1.45524003472024e-10	2.83374923124615e-09
84	time	ko04974 ko04974: Protein digestion and absorption 	time	-0.000367829336833134	518	518	2.32334957804169e-10	4.44340606800473e-09
85	time	ko00900 ko00900: Terpenoid backbone biosynthesis 	time	-0.000163048509798967	518	518	4.9078583755802e-09	9.0626143452524e-08
86	time	ko00521 ko00521: Streptomycin biosynthesis 	time	0.000499218960681623	518	518	6.38371781461702e-09	1.15880708126353e-07
87	time	ko00626 ko00626: Naphthalene degradation 	time	-0.000766711152022056	518	86	8.22894619599888e-09	1.4688668959858e-07
88	time	ko00010 ko00010: Glycolysis / Gluconeogenesis 	time	0.000212353144924126	518	518	1.14644733168303e-08	2.01286080693857e-07
89	time	ko04910 ko04910: Insulin signaling pathway 	time	0.000169515508044842	518	508	1.95662460449404e-08	3.37991121195664e-07
90	time	ko00051 ko00051: Fructose and mannose metabolism 	time	0.000577192596720295	518	518	5.26157751802928e-08	8.80492112782712e-07
91	time	ko00500 ko00500: Starch and sucrose metabolism 	time	-0.00024133819128786	518	518	6.3464601496808e-08	1.04570135697048e-06
92	time	ko04122 ko04122: Sulfur relay system 	time	0.00034854665529632	518	518	7.75333447575787e-08	1.25815473083889e-06
93	time	ko00627 ko00627: Aminobenzoate degradation 	time	-0.000397556270516995	518	518	1.71781473983367e-07	2.70555821523803e-06
94	time	ko03013 ko03013: RNA transport 	time	0.000191466204356046	518	518	3.04856864096793e-07	4.73190871663283e-06
95	time	ko00240 ko00240: Pyrimidine metabolism 	time	9.92548193119816e-05	518	518	6.20914772772052e-07	9.23610724498427e-06
96	time	ko00312 ko00312: beta-Lactam resistance 	time	-8.46654183918247e-05	518	470	1.01396377086626e-06	1.48760986109283e-05
97	time	ko02020 ko02020: Two-component system 	time	-0.000134495941364403	518	518	1.44095323457087e-06	2.08548772192621e-05
98	time	ko01053 ko01053: Biosynthesis of siderophore group nonribosomal peptides 	time	-0.000322514297264079	518	518	1.9386156359957e-06	2.76834312820185e-05
99	time	ko00600 ko00600: Sphingolipid metabolism 	time	0.000518230555891298	518	465	2.92885115888583e-06	4.12736788311411e-05
100	time	ko00860 ko00860: Porphyrin and chlorophyll metabolism 	time	0.000305029184692512	518	518	4.39683066251981e-06	6.05452977298985e-05
101	time	ko00720 ko00720: Carbon fixation pathways in prokaryotes 	time	0.000125285503399762	518	518	4.40946145932034e-06	6.05452977298985e-05
102	time	ko05143 ko05143: African trypanosomiasis 	time	0.000340955453196911	518	365	4.66429843345615e-06	6.32337167371081e-05
103	time	ko00910 ko00910: Nitrogen metabolism 	time	-0.000105311417872355	518	518	6.71680769854324e-06	8.99212630642476e-05
104	time	ko05120 ko05120: Epithelial cell signaling in Helicobacter pylori infection 	time	-6.79492981978167e-05	518	518	9.84343516722375e-06	0.000129053321451744
105	time	ko03050 ko03050: Proteasome 	time	-0.000257875144278793	518	516	1.36247890155693e-05	0.000175809024526201
106	time	ko00590 ko00590: Arachidonic acid metabolism 	time	-0.000276549895451828	518	496	4.15925209469979e-05	0.000517971975979474
107	time	ko00670 ko00670: One carbon pool by folate 	time	8.18539246538782e-05	518	518	4.95317358864666e-05	0.000602823740163701
108	time	ko00540 ko00540: Lipopolysaccharide biosynthesis 	time	-0.00071001170447593	518	518	5.84581233822834e-05	0.000703467979128376
109	time	ko00562 ko00562: Inositol phosphate metabolism 	time	0.000116192126331331	518	518	8.50489868515497e-05	0.00101208294353344
110	time	ko00564 ko00564: Glycerophospholipid metabolism 	time	-0.000123831990807651	518	518	0.000199113700508424	0.00226862524728214
111	time	ko00340 ko00340: Histidine metabolism 	time	-0.000167177015031293	518	518	0.000224855306875473	0.00253494772277507
112	time	ko05150 ko05150: Staphylococcus aureus infection 	time	-0.000231348504543487	518	518	0.000239944377398114	0.00267687946034771
113	time	ko00430 ko00430: Taurine and hypotaurine metabolism 	time	-0.00054695717045237	518	457	0.000613915666772299	0.00664145130417306
114	time	ko00710 ko00710: Carbon fixation in photosynthetic organisms 	time	-0.000128226815997123	518	512	0.000811891800565465	0.00869536118405613
115	time	ko04621 ko04621: NOD-like receptor signaling pathway 	time	2.48566264357094e-05	518	358	0.00101099980224894	0.0107206018634516
116	time	ko00361 ko00361: Chlorocyclohexane and chlorobenzene degradation 	time	-9.03626640785797e-05	518	338	0.00123497068607082	0.0128412971338043
117	time	ko04210 ko04210: Apoptosis 	time	6.69247468170894e-05	518	510	0.00152057578844923	0.0156590064368185
118	time	ko00190 ko00190: Oxidative phosphorylation 	time	-7.846739742296e-05	518	518	0.00186193974468473	0.0189917853957843
119	time	ko00906 ko00906: Carotenoid biosynthesis 	time	6.59158317002002e-05	518	510	0.00288026859935087	0.0291015817915546
120	time	ko03070 ko03070: Bacterial secretion system 	time	-8.10343824288985e-05	518	518	0.00322524074573421	0.0322825498942181
121	time	ko00030 ko00030: Pentose phosphate pathway 	time	9.36542585420835e-05	518	518	0.00385391747352559	0.0382180149457954
122	time	ko00270 ko00270: Cysteine and methionine metabolism 	time	8.948059783529e-05	518	518	0.00392017466038475	0.0385184134061657
123	time	ko04141 ko04141: Protein processing in endoplasmic reticulum 	time	9.88716080124115e-05	518	517	0.00463382349766734	0.0451165906000157
124	time	ko00520 ko00520: Amino sugar and nucleotide sugar metabolism 	time	-5.94774456722955e-05	518	518	0.00553654484520479	0.0534201759388679
125	time	ko00040 ko00040: Pentose and glucuronate interconversions 	time	0.000175129961967293	518	518	0.0083769980829652	0.0793961499721746
126	time	ko00531 ko00531: Glycosaminoglycan degradation 	time	-0.000224063646483051	518	501	0.0125944226054296	0.112405221753459
127	time	ko00640 ko00640: Propanoate metabolism 	time	5.16578647276322e-05	518	518	0.0139630843373736	0.123590605994439
